Frame,Time,Mean_ROI_001,Mean_ROI_002,Mean_ROI_003,Mean_ROI_004,Mean_ROI_005,Mean_ROI_006,Mean_ROI_007,Mean_ROI_008,Mean_ROI_009,Mean_ROI_010
2022,240.7142857,28262.73,27668.81633,28670.21277,28326.025,29723.29371,29007.20792,32413.42079,28341.67532,27311.24737,30813.04467
2023,240.8333333,28637.35,28009.77551,28451.30496,28946.28333,29787.75524,28982.76238,32269.23762,28343.02273,27177.61579,31432.1134
2024,240.952381,28314.54,27729.57143,28441.20567,28775.45833,29818.99301,28815.55446,32170.67327,28442.99675,27149.56842,31040.60481
2025,241.0714286,28227.93,27627.89796,28374.41135,28332.325,29279.59441,29049.24752,32314.22772,28332.32143,27268.01053,31211.54983
2026,241.1904762,28439.45,27759.20408,28475.6383,28598.28333,29916.81818,29099.17822,32557.62871,28304.0974,27158.52632,31232.32646
2027,241.3095238,28378.91,27545.28571,28526.48936,28388.25,29646.26573,29104.16832,32158.4604,28357.01623,27180.61579,30849.98282
2028,241.4285714,28229.95,27728.12245,27997.55319,28889.60833,29900.05594,29052.71287,32345.04455,28515.61039,27142.02632,31346.93127
2029,241.547619,28406.28,27580.67347,28363.86525,28853.58333,29939.82517,29135.48515,31652.72772,28227.28247,27234.74737,31256.08247
2030,241.6666667,28391.32,27714.79592,27955.83688,28988.325,29839.85315,28778.89109,31915.36634,28376.12987,27275.67895,31693.78007
2031,241.7857143,28478.29,27528.02041,28109.36879,28838.34167,30190.1049,29144.31683,31647.30693,28166.42857,27201.56316,31214.78351
2032,241.9047619,28341.23,27437.14286,28305.95035,28703.975,29673.98601,28973.24752,31833.64356,28549.95779,27011.41579,30862.01031
2033,242.0238095,28305.63,27497.22449,28488.13475,28973.95833,29487.06993,29092.39604,31939.21287,28451.71753,27169.81579,31449.01031
2034,242.1428571,28284.47,27721.10204,28198.32624,28861.875,29843.1958,29173.25743,31407.75248,28630.6526,27075.62632,31072.42955
2035,242.2619048,28474.8,28100.89796,28470.95035,28266.4,29749.92308,28502.51485,31591.42079,28251.60065,27290.13158,30861.13402
2036,242.3809524,28006.8,28799,28013.86525,29052.05,29886.63636,29086.19802,31998.31188,28386.66234,27127.53684,31104.13058
2037,242.5,28399.56,28584.28571,28198.05674,28990.275,29969.8042,28756.90099,31632.00495,28502.52597,27132.81053,30739.80069
2038,242.6190476,28448.91,28927.89796,28547.17021,28712.375,30047.02797,28961.14851,31951.0099,28550.93831,27072.45263,31177.6323
2039,242.7380952,28011.62,28913.89796,28232.77305,28655.23333,29710.69231,29663.38614,31699.09406,28236.8539,27324.22632,31031.28522
2040,242.8571429,28190.26,29193.04082,28061.06383,29089.23333,29964.5035,29335.29703,31186.22277,28490.51299,27057.59474,31048.13058
2041,242.9761905,28067.67,28963.32653,28202.26241,29156.71667,29446.53147,28915.92079,30830.70297,28508.40584,27101.86316,31522.68041
2042,243.0952381,28145.91,28791.67347,28298.32624,29477.20833,29367.44056,29243.34653,31807.69307,28575.44156,27094.07368,31545.56357
2043,243.2142857,27948.48,28389.63265,28385.64539,28822.51667,29683.13986,29690.53465,32168.11881,28575.59091,27157.3,30860.41237
2044,243.3333333,27875.65,28204.59184,28117.25532,28706.51667,30299.93706,29157.13861,33002.06931,28429.47078,27214.54211,30868.85567
2045,243.452381,28160.56,27878.12245,28067.05674,29020.18333,29790.65035,29270.52475,32334.63366,28456.71104,27157.22632,30873.5189
2046,243.5714286,27914.29,27967.61224,27995.09929,28895.65,29698.83916,29610.68317,33610.76238,28453.07468,27112.25789,30640.49141
2047,243.6904762,28102.86,27849.71429,28150.40426,28934.775,28991.0979,28922.06931,33165.61881,28341.59091,27174.24211,31010.35739
2048,243.8095238,28237.34,27772,28031.60993,29377.025,29592.37762,29451.27723,34224.94059,28340.36688,27053.53158,30487.76289
2049,243.9285714,27910.78,27650.95918,28491.24823,28538.28333,29775.83217,29434.41584,34789.53465,28286.23701,27093.06316,31278.97595
2050,244.047619,27914.14,27864.14286,28637.71631,28583.18333,30247.40559,29007.36634,35248.68317,28401.68182,27079.51579,30599.47766
2051,244.1666667,27872.84,27867.30612,28545.56738,28491.275,29415.99301,29153.61386,35683.76238,28513.24026,27037.63684,30662.01031
2052,244.2857143,27851.87,27569.42857,28413.70922,28689.29167,29562.29371,29321.47525,35625.5495,28641.87338,26994.55263,30782.54296
2053,244.4047619,27956.22,27579.08163,28936.68794,29106.79167,29663.84615,29001.78218,35748.28713,28723.9026,27153.67895,30421.57388
2054,244.5238095,27917.26,27707.53061,28942.58865,29379.53333,29818.34266,29489.0495,36164.83168,28743,27024.88421,30469.45704
2055,244.6428571,27828.35,27483.2449,29224.31206,29559.36667,29790.46853,29382.80198,37427.41584,28451.34416,27008.49474,30508.38144
2056,244.7619048,27771.21,27727.2449,29938.41844,29687.775,29487.82517,29561.87129,37397.93564,28436.3474,27011.67368,30851.85223
2057,244.8809524,27802.12,27577.40816,30066.7305,29468.575,29882.61538,29193.17822,37668.90099,28472.36364,27158.88421,30430.19588
2058,245,27919.6,27430.36735,29924.17021,30094.5,29310.62937,29352.44554,36982.96535,28430.36688,27055.26316,31320.55326
2059,245.1190476,27581.91,27331.40816,30598.96454,30676.4,29843.18182,29460.40594,37225.78218,28491.36364,27067.27368,31080.05842
2060,245.2380952,27742.18,27539.44898,30747.10638,29745.325,29749.95804,29822.43564,37044.56436,28083.4026,27071.01579,30579.40206
2061,245.3571429,27914.74,27362.73469,31681.53901,29967.30833,29809.61538,29308.60396,36152.55446,28564.52922,26995.07895,30749.84192
2062,245.4761905,27688.23,27861.40816,33161.48227,29423.1,29827.57343,29164.83168,37219.77228,28417.68182,27065.27368,30924.96564
2063,245.5952381,27743.99,27606.04082,33127.07092,30030.375,29946.11189,29411.79208,36530.5198,28354.46429,27050.86316,31405.26804
2064,245.7142857,27558.03,27717.79592,33098.53191,30486.83333,29800.16084,29386.88119,36535.27228,28348.44805,27083.66842,30991.93127
2065,245.8333333,27877.89,27659.12245,31567.82979,30770.5,29406.33566,29252.40594,37116.86634,28435.40909,27112.62105,31503.45017
2066,245.952381,27712.96,27710.91837,31954.75887,31483.10833,29210.88112,28909.27723,37765.23267,28265.41558,27058.91579,31305.52234
2067,246.0714286,27663.14,27695.65306,30754.24823,32702.55833,29860.04895,30011.69307,37752.16832,28619.30844,27112.13684,31239.28522
2068,246.1904762,27600.28,27670.36735,31470.48227,31791.00833,29715.00699,29293.67327,36536.40594,28279.24675,27189.77368,31290.7354
2069,246.3095238,27701.13,27300.28571,31479,32735.83333,29350.13287,29189.13861,36735.62871,28319.79221,27201.68421,31344.13402
2070,246.4285714,27857.1,27334.18367,30959.85106,31968.425,29876.76923,29282.36634,36117.04455,28398.69481,27295.71579,30756.2543
2071,246.547619,27619.99,27493.22449,30715.99291,32636.4,29539.51748,29078.62376,36264.26733,28333.19156,27115.57895,30936.82474
2072,246.6666667,27436.77,27765.4898,31293.23404,32461.59167,29562.92308,28778.27723,35785.91089,28469.62987,27230.12105,31332.47766
2073,246.7857143,27535.76,27508.91837,31288.59574,32363.15,29114.57343,29251.9703,35416.75743,28662.76623,27251.88421,31066.33677
2074,246.9047619,27735.58,27524.91837,31708.77305,31699.45833,29482.09091,29497.06931,34802.89109,28141.01623,27056.44737,31439.02749
2075,247.0238095,27663.09,27447.87755,31098.62411,31660.25833,29017.67832,28898.63366,34938.91584,28377.41234,27089.94737,31244.67354
2076,247.1428571,27763.55,27313.85714,31060.57447,32364.90833,29730.30769,29334.79208,35594.34158,28260.72403,27150.8,31283.56014
2077,247.2619048,27543.34,27692.12245,31512.36879,32298.91667,29371.85315,29908.53465,35803.87624,28628.22727,27150.5,30883.76976
2078,247.3809524,27752.97,27585.44898,31221.50355,31682.375,29562.32168,29530.73267,34473.37624,28445.02922,27072.67368,30823.41237
2079,247.5,27623.88,27812.79592,30529.62411,31262.975,29297.82517,29763.83168,34680.10891,27881.94805,27242.52632,31184.35395
2080,247.6190476,27689.27,27526.30612,31142.48227,31279.4,29545.2028,29226.80198,34408.01485,28453.46104,27111.24737,30906.74227
2081,247.7380952,27758.06,27323.5102,30701.24113,30554.825,29182.81119,29054.76238,33815.98515,28225.57792,27136.61579,31445.18213
2082,247.8571429,27631.27,27364.55102,30755.94326,31316.8,29143.26573,28966.51485,34028.75743,28502.56169,27103.55789,30811.4811
2083,247.9761905,27633.49,27738.04082,29817.58865,30929.06667,29398.16783,29228.61386,34375.4901,28408.84091,27103.50526,31118.68385
2084,248.0952381,27447.7,27314.5102,30158.62411,31285.40833,29086.9021,29293.05941,33810.80693,28341.10065,27169.86842,30804.60137
2085,248.2142857,27538.55,27496,30249.44681,31253.41667,29422.81818,29236.77228,34208.63366,28557.61039,26974.80526,30640.51203
2086,248.3333333,27513.16,27331.10204,30271.11348,30964.01667,29149.69231,28911.52475,33577.70297,28639.33442,27050.91579,30919.71134
2087,248.452381,27499.61,27405.77551,30352.99291,31604.73333,29292.55245,29860.36634,34032.32178,28326.01948,27146.91579,31251.83162
2088,248.5714286,27629.01,27240.04082,30131.0922,30352.76667,29448.61538,29049.14851,34678.02475,28300.34416,27153.91579,31104.53265
2089,248.6904762,27544.63,27264.2449,30369.77305,31358.63333,29533.06993,29091.38614,34199.39109,28306.91234,27188.30526,31470.41237
2090,248.8095238,27377.41,27295.95918,30293.77305,30718.58333,29235.32867,29326.29703,33923.42574,28603.84416,27143.24737,30981.42612
2091,248.9285714,27524.45,27410.18367,29805.15603,30750.825,29033.94406,29215.49505,33350.25248,28620.35065,27057.66842,31265.13058
2092,249.047619,27372.31,27216.44898,29322.52482,30451.00833,29293.64336,29243.53465,32917.64851,28249.65909,27079.72632,30546.67698
2093,249.1666667,27385.15,27227.63265,30086.48936,31177.6,29053.56643,29128,33499.81188,28253.78247,27244.16842,31013.08247
2094,249.2857143,27479.32,27251.57143,28991.22695,31759.76667,29375.44755,29231.74257,32439.57921,28340.00649,27221.7,30825.56357
2095,249.4047619,27473.98,27168.38776,29594.76596,32315.31667,29267.57343,29245.91089,33193.74752,28240.33442,26970.36316,30902.90722
2096,249.5238095,27534.99,27420.67347,29025.20567,31519.05,29421.35664,28961.0099,33088.60891,28449.37662,27068.39474,30499.4811
2097,249.6428571,27553.23,27289.61224,28891.43972,32262.875,29036.93007,29046.13861,33123.49505,28248.67857,27169.14211,30775.35739
2098,249.7619048,27395.23,27137.81633,29129.87234,32431.8,29662.15385,29287.58416,33427.49505,28079.74351,27197.85789,30779.56357
2099,249.8809524,27406.79,27173.97959,29519.41135,32595.8,29153.85315,29733.12871,33051.5,28383.11688,27136.71053,31140.11684
2100,250,27497.12,27190.26531,29267.36879,33032.08333,29252.21678,29403.0396,32007.75743,28522.62338,27204.11579,31157.2646
2101,250.1190476,27501.76,27120.61224,29359.83688,33621.11667,29035.25874,28746.48515,32897.70297,28601.13961,27093.66316,31157.07904
2102,250.2380952,27519.61,27058.28571,28872.42553,34701.94167,29032.28671,29387.07921,32961.26238,28035.80519,27233.91053,31599.04124
2103,250.3571429,27463.73,27204.44898,28980.14894,34850.33333,29237.57343,29232.80198,32717.12376,28557.94805,27133.65789,30889.19244
2104,250.4761905,27543.33,27484.4898,30130.63121,33327.73333,29391.44056,29678.47525,32481.5,28367.31494,27204.92105,31373.28179
2105,250.5952381,27575.86,27313.5102,29616.87234,33687.00833,28968.61538,29228.72277,33243.15842,28476.28247,27087.91579,30834.32646
2106,250.7142857,27345.15,27264.87755,29072.98582,33080.91667,29225.97203,29406.27723,32181.85149,28161.78571,27194.73158,30802.57045
2107,250.8333333,27573.78,27386.02041,29126.48227,33581.45833,28991.45455,28729.61386,32679.66337,28235.44481,27062.67368,31496.89347
2108,250.952381,27519.16,27344.4898,29260.33333,33919.95833,29342.53147,28904.72277,32913.15842,28359.75325,27106.61053,31307.47766
2109,251.0714286,27316.34,27094.79592,28799.19149,33368.84167,29824.7972,29437.15842,32987.35644,28475.55519,27274.5,31222.45017
2110,251.1904762,27308.27,27239.2449,28880.29078,32127.18333,29606.33566,29548.70297,32178.24257,28319.6461,27090.3,31222.06186
2111,251.3095238,27398.83,27279.95918,28954.7305,32546.06667,29728.74126,29508.33663,31961.89109,28273.10714,27029.15263,31148.79725
2112,251.4285714,27412.65,27236.89796,29108.95035,31807.78333,29527.88811,29141.65347,32499.02475,27989.5,27190.7,31464.71478
2113,251.547619,27415.35,27324.38776,28608.19858,31523.3,29159.08392,29235.40594,32122.27228,28510.4026,27127.41053,31199.62543
2114,251.6666667,27293.72,27235.2449,28597.92908,31722.1,29029.41958,29036.47525,31567.57921,28085.04545,27042.83158,31239.53265
2115,251.7857143,27497.37,27320.26531,28219.24113,31407.38333,29005.97203,29011.67327,32104.0495,28389.50974,27282.36316,30986.71134
2116,251.9047619,27605.77,27216.26531,28738.68085,32092.89167,29593.76224,28961.51485,31428.17822,28143.43831,27198.35263,31310.60825
2117,252.0238095,27280.05,27301.34694,28201.21277,31242.19167,28851.57343,29236.68317,31357.35644,28076.4513,27135.87895,30758.51546
2118,252.1428571,27427.1,27320.14286,28470.26241,31632.55,29211.29371,29325.09901,31449.34653,28596.49026,27106.36842,31003.38144
2119,252.2619048,27347.42,27434.5102,28265.44681,31481.34167,29711.31469,29466.44554,31361.96535,28312.72078,27130.63684,31085.77663
2120,252.3809524,27213.86,27302.57143,28205.41844,31535.41667,29718.60839,29046.90099,31554.75248,28439.97727,27132.45789,31259.62887
2121,252.5,27315.67,27558.4898,28435.09929,31673.25833,29568.8951,29037.18812,31497.59901,28416.60065,27174.29474,31301.14777
2122,252.6190476,27319.02,27288.79592,28405.7234,31629.525,29469.34266,29137.94059,31417.31188,28377.14286,27171.06842,31050.49485
2123,252.7380952,27512.43,27182.95918,28511.15603,30773.475,29058.48951,29218.0198,31557.19802,28230.8961,27113.49474,31007.82818
2124,252.8571429,27479.26,27362.30612,28104.14184,31575.09167,29391.45455,29090.41584,31951.33663,28123.30519,27255.34211,30953.06873
2125,252.9761905,27845.54,27276.55102,28512.28369,30975.21667,29117.74825,29434.81188,31363.21287,28326.1526,27131.53158,30661.85223
2126,253.0952381,27986.28,27089.57143,28415.22695,31019.09167,29562.58741,28766.9802,31586.68812,28255.77922,27090.28947,30813.67698
2127,253.2142857,27835.94,27191.34694,28130.25532,30874.71667,29744.02098,29209.23762,31386.39604,28385.84091,26939.46842,30808.17869
2128,253.3333333,27851.53,27303.16327,27870.64539,31570.84167,29028.00699,29046.05941,31420.40099,28246.62662,27145.95263,30472.85911
2129,253.452381,27866.31,27115.5102,28035.71631,32580.55,30145.6993,28986.84158,31009.19802,28254.25325,27149.88947,31111.39863
2130,253.5714286,27794.72,27224.32653,28278.52482,31375.675,30049.37762,29187,31207.26733,28041.85714,27179.24211,30717.34021
2131,253.6904762,27977.1,27211.40816,28654.70922,31365.6,29458.02098,28633.33663,31183.44059,28048.25,27179.79474,30951.13058
2132,253.8095238,27782.96,27093.81633,28383.46809,31530.9,30033.13986,29234.50495,30922.79703,28267.96429,27121.81053,30535.19931
2133,253.9285714,27825.69,27341.16327,28289.41135,32513.45833,29729.01399,29083.9604,30911.71287,28126.30519,27288.54211,30949.57732
2134,254.047619,28192.44,27452,28183.7305,31505.25833,29850.68531,29245.05941,30744.94554,28090.73377,27406.56842,31279.58763
2135,254.1666667,28193.09,27182.87755,28210.86525,32087.85,29216.72028,29150.12871,31080.92574,28273.85065,27570.7,30569.51546
2136,254.2857143,28248.21,27351.26531,28105.97872,30358.55833,29574.75524,28501.12871,31246.64356,28232.01623,27504.78947,30576.99656
2137,254.4047619,28658.51,27400.65306,28054.24823,31069.525,29801.72028,28810.36634,31015.23762,28424.47403,27603.98421,30752.98625
2138,254.5238095,28634.49,27254.04082,27600.59574,30327.73333,29875.97203,29032.74257,31378.74752,28045.02273,27693.87368,30894.50859
2139,254.6428571,28707.33,27298.85714,28177.87234,31352.2,30158.36364,28674.17822,30886.84158,28244.11688,27854.6,31337.58419
2140,254.7619048,28724.95,27134.28571,28047.85816,30635.64167,29991.20979,29013.64356,30303.88614,28314.04545,28146.1,30717.09966
2141,254.8809524,29374.48,27042.30612,28112.75887,30559.66667,30080.1958,29146.06931,30631.17327,28198.02273,28090.74737,30960.43299
2142,255,29168.68,27291.55102,27875.35461,30814.86667,29561.97203,29046.22772,30436.52475,28322.87013,28162.01579,30674.42268
2143,255.1190476,28644.88,27421.28571,27926.42553,31036.85,29504.1049,28993.45545,30752.65842,28444.25325,28293.13158,31218.64605
2144,255.2380952,29600.51,27173.57143,28393.08511,30196.39167,30107.28671,29038.79208,30347.4703,28249.52597,28148.67895,30889.65292
2145,255.3571429,28884.97,27209.12245,28393.24113,29871.20833,29666.48951,29198.79208,30801.52475,28061.37338,27937.21053,31580.57045
2146,255.4761905,29055.98,27396.46939,27918.53901,31310.80833,30213.32867,29204.42574,31010.82673,28527.8961,27932.33684,31614.19931
2147,255.5952381,28711.85,27184.22449,28247.16312,30837.05,30055.93007,29325.72277,30895.13861,28223.68831,27941.88947,31251.64948
2148,255.7142857,28748.92,27206.63265,28676.06383,30760.25,29873.18881,29412.89109,30811.57426,28220.66558,27866.02632,30442.79038
2149,255.8333333,28850.57,27144.7551,28376.19149,30433.425,30164.29371,28825.72277,31047.84158,28295.41234,28005.24211,30949.06529
2150,255.952381,28686.78,27186.20408,28370.04965,30803.20833,30366.93007,29042.87129,31022.29208,28131.7013,28158.54737,31569.69072
2151,256.0714286,28859.86,27306.18367,28375.16312,29909.24167,30245.98601,29676.37624,30333.18317,28023.5487,27875.43684,31101.68385
2152,256.1904762,28491.62,27300.67347,28331.86525,30537.025,30261.27273,29099.43564,30908.11881,28234.98377,27581.94737,31297.02405
2153,256.3095238,28475.04,27220.53061,28032.53901,31002.66667,29888.8951,28721.69307,30993.84158,28226.19156,27526.26842,31288.19931
2154,256.4285714,28444.8,27232.7551,27825.12766,29732.89167,29619.13986,29409.05941,30334.49505,28114.93506,27702.1,30219.71134
2155,256.547619,28591.87,27387.83673,28047.91489,30105.46667,30127.24476,28824.9901,30548.86634,28132.58766,27788.21053,30676.21649
2156,256.6666667,28377.32,27351.32653,28078.42553,30906.375,30142.3986,28880.82178,30495.76733,28205.30844,27619.32105,30825.25086
2157,256.7857143,28698.67,27235.46939,28389.75887,29748.71667,29849.39161,29180.70297,30324.20297,28341.23052,27683,31402.52234
2158,256.9047619,28587.83,27477.40816,28352.52482,30133.58333,29846.25175,28555.68317,30581.50495,28329.91234,27614.70526,31216.78007
2159,257.0238095,28583.58,27267.46939,28627.57447,29972.71667,29472.32168,29135.16832,30618.94554,28146.24351,27721.23684,31866.82474
2160,257.1428571,28419.65,27361.04082,28338.41135,30075.49167,29943.25175,28541.0198,30436.88119,28463.76623,27638.25789,31065.83505
2161,257.2619048,28656.96,27323.20408,28300.5461,29845.11667,29399.52448,28770.25743,30574.16832,28201.16234,27621.17895,31242.43643
2162,257.3809524,28236.14,27178.12245,28302.52482,30149.19167,29815.78322,29336.18812,30701.42574,28160.47403,27645.27895,31079.32646
2163,257.5,28774.62,27298.18367,28320.58156,29707.33333,30129.58741,28605.21782,30092.81188,28362.3961,27446.62105,30912.2646
2164,257.6190476,28298.7,27184,27982.35461,30436.575,29787.00699,28764.26733,30403.50495,28310.12662,27683.01579,31174.15808
2165,257.7380952,28330.3,27448.85714,28710.51773,30907.775,29651.77622,28898.20792,30471.24752,28486.50325,27762.08421,31433.89003
2166,257.8571429,28458.05,27370.95918,28302.63121,29753.625,29690.35664,28744.28713,30055.22772,28375.55519,27440.59474,31464.41581
2167,257.9761905,28448.04,27453.73469,28181.78723,29998.5,29752.95105,29103.35644,30377.82178,28304.32143,27451.93684,31323.45361
2168,258.0952381,28200.58,27694.02041,28157.89362,29827.375,30007.5035,28950.89109,30107.92079,28305.36688,27478.54737,30742.34708
2169,258.2142857,28183.13,28419.53061,28427.02128,29723.09167,29620.31469,28688.54455,30125.62376,28365.72727,27344.75263,31408.04467
2170,258.3333333,28056.48,28617.79592,28435.20567,29790.05,29598.40559,29033.80198,29822.84158,28189.27922,27336.02632,31015.33677
2171,258.452381,28114.59,28208.67347,28121.97163,29658.425,29510.18182,28737.45545,29781.73762,28210.54545,27403.90526,31340.28866
2172,258.5714286,28075.77,28686.46939,28053.10638,29502.43333,29570.73427,29025.77228,30303.87624,28402.83117,27353.87895,30666.811
2173,258.6904762,28462.74,28820.14286,28230.28369,30082.50833,29762.34266,29235.58416,30377.02475,28297.85714,27460.95789,31235.30241
2174,258.8095238,27838.76,28242.95918,28321.33333,30195.10833,29777.61538,29090.23762,29897.90099,28021.40584,27253.83158,31239.02062
2175,258.9285714,27836.65,28273.28571,28036.09929,29891.89167,29236.18182,28472.41584,29741.25743,28390.72078,27279.04211,30898.89003
2176,259.047619,28043.16,28224.79592,27911.94326,29463.81667,29252.62238,29332.15842,29955.42574,28288.11688,27452.19474,31338.7079
2177,259.1666667,28144.82,28112.08163,28778.19858,29942.95833,29733.86713,29102.54455,29633.92079,28312.25974,27418.81053,31396.53265
2178,259.2857143,28304.69,28135,28122.55319,29573.06667,29453.12587,28454.14851,30478.71782,28234.23052,27512.42105,31083.31615
2179,259.4047619,28497.12,27953.73469,28226.00709,29212.46667,29566.93706,29174.49505,29855.5099,28225.42857,27431.85263,31425.7354
2180,259.5238095,28022.94,28218.97959,28021.22695,29399.625,29728.70629,29316.36634,29924.38614,28088.94481,27328.31579,30932.60825
2181,259.6428571,28212.63,28116.61224,28086.84397,29894.075,29379.91608,29233.39604,29508.73762,28239.59091,27111.73158,30755.35395
2182,259.7619048,28286.44,27968.22449,28455.04255,30303.625,29548.95804,28999.78218,29554.21287,28503.10714,27287.59474,31133.04467
2183,259.8809524,28263.95,28094.22449,28266.73759,29803.7,29588.06993,29295.17822,29423.5198,28311.48701,27462.91579,31367.71478
2184,260,27976.09,27917.22449,28190.29078,29546.50833,30215.25874,29640.70297,29553.27723,28285.90909,27383.63684,31548.82818
2185,260.1190476,27913.92,28045.46939,28232.20567,29925.375,29502.48951,28935.62376,29724.76238,28337.34091,27451.88947,31354.91753
2186,260.2380952,28238.57,28138.5102,28262.51064,29561.75833,29665.18182,29537.48515,29441.26733,28611.44805,27242.5,31255.02062
2187,260.3571429,27954.52,27871.02041,28078.80142,30061.83333,29337.31469,28925.05941,29862.9505,28590.30844,27358.97368,31395.7079
2188,260.4761905,28110.39,28344.93878,28135.21277,30050.675,29511.91608,29309.26733,29353.63861,28862.60714,27147.34737,31462.27835
2189,260.5952381,27850.65,28095.63265,27863.12766,29814.78333,29331.24476,29153,29930.4604,28522.36039,27411.18947,31036.80756
2190,260.7142857,27949.65,28288.20408,27918.44681,29988.30833,29354.20979,29405.33663,29956.42574,28431.72078,27350.04737,31418.70447
2191,260.8333333,28079.93,27786.06122,28376.03546,29412.01667,29293.06294,29194.9703,29565.51485,28458.59091,27527.47368,31597.09278
2192,260.952381,27950.44,28054.10204,28035.60993,29236.99167,29647.69231,28674.23762,29596.76238,28548.24351,27436.01579,31513.53265
2193,261.0714286,27875.02,27996.28571,28463.69504,29534.625,29048.86014,29336.40594,29402.48515,28472.49351,27303.49474,31325.87285
2194,261.1904762,27833.28,27713.93878,28213.1773,30584.05,29521.94406,29322.28713,29761.5396,28554.33766,27393.95263,31348.37113
2195,261.3095238,27768.58,27752.22449,28186.21986,29638.325,29607.23776,29200.43564,29485.39604,28332.94156,27256.93158,31023.46735
2196,261.4285714,27631.01,27456.18367,28040.53191,29378.73333,29444.29371,29119.60396,29487.12376,28445.84091,27385.99474,31353.7354
2197,261.547619,27952.57,27999.08163,28342.24113,28965.725,29135.65035,28795.08911,29740.76733,28346.38312,27416.72632,31034.86598
2198,261.6666667,27727.38,27626.85714,28174.95035,29900.525,29160.0979,28783.59406,29780.9703,28429.08117,27245.72105,31261.8866
2199,261.7857143,27833.67,27532.16327,28206.68085,29372.675,29345.18182,28709.69307,29622.59901,28439.53896,27362.72105,31721.47079
2200,261.9047619,27747.75,27571.65306,28372.43262,29851.81667,29304.71329,29412.48515,29433.73267,28472.05844,27246.24737,31707.31959
2201,262.0238095,27601.2,27725.30612,28146.7234,29950.01667,29077.71329,28923.36634,29660.43069,28262.80195,27148.63684,31377.18557
2202,262.1428571,27781.95,27562.30612,27982.24823,29196.95,29017.97902,29183.18812,29402.9802,28347.98377,27358.78947,31061.98625
2203,262.2619048,27783.76,27709.30612,27975.65248,29333.875,29161.51748,29393.40594,29542.32673,28634.87338,27294.35789,31310.21306
2204,262.3809524,27934.45,27688.22449,27944.48936,29392.65833,29075.83217,28984.26733,29230.13366,28283.6526,27304.96842,31097.30241
2205,262.5,27937.21,27414.91837,28147.1773,29233.375,28989.40559,29315.60396,29163.78218,28335.24351,27327.45263,31252.04467
2206,262.6190476,27692.59,27557.46939,28041.91489,29282.96667,28955.20979,29223.72277,29308.9505,28303.98052,27307.35263,31286.49141
2207,262.7380952,27751.94,27836.28571,28293.71631,29609.325,29014.36364,28864.85149,29146.68812,28709.65584,27256.56842,31609.20619
2208,262.8571429,27932.83,27997.22449,28115.64539,29475.15,29230.81818,29427.82178,29237.0099,28585.49351,27254.41053,31641.9622
2209,262.9761905,27868.77,27926.36735,28403.21986,29057.58333,29529.04196,29203.77228,29432.22772,28460.32792,27196.97895,31139.16838
2210,263.0952381,27588.42,27764.20408,28052.97872,28933.50833,29378.94406,28886.34653,29273.09406,28268.63961,27252.88421,31336.05842
2211,263.2142857,27751.55,27893.46939,28255.95745,29390.45,29347.95804,29051.64356,29460.48515,28117.68506,27080.69474,31177.65292
2212,263.3333333,27713.91,27773.57143,28435.97163,29368.075,28676.96503,28846.78218,29025.64851,28318.88636,27119.83158,31297.73196
2213,263.452381,27540.53,27493.81633,29091.97163,29126.375,29163.38462,28926.94059,29568.65842,28381.81169,27263.40526,31550.70103
2214,263.5714286,27792.68,27898.38776,29405.53901,29685.3,29090.37762,29435.64356,29267.02475,28227.87987,27235.61053,31959.66667
2215,263.6904762,27712.85,27590.81633,28877.71631,29461.85,29369.18182,29005.27723,29344.47525,28403.33117,27448.48421,31594.34708
2216,263.8095238,28023.65,27748.26531,29314.36879,29282.60833,29238.16084,28461.18812,29351.14851,28550.51623,27268.25263,31194.93127
2217,263.9285714,27877.58,27914.67347,29673.15603,28701.51667,28900.48951,29103.14851,29270.0495,28436.64286,27273.48947,31060.58419
2218,264.047619,27476.68,27439.97959,30254.8156,29023.99167,28999.34266,29066.56436,29366.74257,28323.3539,27207.21053,30923.68729
2219,264.1666667,27922.22,27534.71429,30095.51064,29016.85,28826.23776,29331.27723,29126.37129,28371.74675,27393.54737,30816.68729
2220,264.2857143,27559.96,27659,30528.31206,29285.25,29319.62937,28971.26733,29339.63861,28208.3474,27148.16842,31338.34708
2221,264.4047619,27672.26,27626.57143,30265.40426,29068.5,29177.0979,28506.65347,29266.5,28248.20455,27138.92632,31335.57045
2222,264.5238095,27843.38,27669.61224,29986.8227,28908.58333,29172.96503,29114.06931,29572.40099,28417.02597,27317.19474,31521.43299
2223,264.6428571,27696.58,27561.40816,30083.07801,28974.21667,29027.65035,28597.12871,29236.16832,28355.92208,27393.38947,30955.69759
2224,264.7619048,27425.61,27436.7551,29195.75887,28772.8,28994.86014,28910.23762,29202.57921,28275.13312,27237.47895,31425.59794
2225,264.8809524,27775.45,27376.16327,30061.67376,28949.06667,29169.46154,28834.65347,29158.78713,28298.8539,27237.35789,31722.83849
2226,265,27706.52,27495.71429,30168.90071,28825.99167,29076.11888,28850.20792,29193.99505,28280.85065,27234.85263,31597.41237
2227,265.1190476,27660.96,27414.08163,29652.95745,28995.39167,29189.1049,28835.61386,29199.67327,28553.67208,27322.81579,31015.24742
2228,265.2380952,27712.85,27503.18367,29634.21986,28705.225,29142.57343,29045.80198,28637.22772,28129.91883,27316.52632,31370.83505
