Frame,Time,Mean_ROI_001,Mean_ROI_002,Mean_ROI_003,Mean_ROI_004,Mean_ROI_005,Mean_ROI_006,Mean_ROI_007,Mean_ROI_008,Mean_ROI_009,Mean_ROI_010
7629,908.2142857,27571.82,27329.7551,27743.68085,28068.975,29838.25874,28659.15842,32267.34653,28341.29221,27154.35263,30394.51203
7630,908.3333333,27723.98,27312.71429,28225.29787,28594.39167,30167.06294,28710.71287,31841.63861,28341.6461,27333.32632,30767.49828
7631,908.452381,28106.89,27137.81633,27772.30496,28079.35833,30305.59441,29090.05941,31644.39604,28361.51948,27107.01053,31035.39519
7632,908.5714286,27815.13,27333.79592,27892.35461,28080.66667,29424.15385,28890.85149,31546.94554,28368.40909,27096.82105,30899.19588
7633,908.6904762,28221.83,27184.59184,28030.11348,28160.15,29967.6014,28864.0099,31354.21782,28435.9026,27099.54211,30588.31615
7634,908.8095238,27692.44,27259.38776,27950.91489,28032.28333,29654.30769,28514.32673,30804.55941,28162.69156,26950.85789,30801.32646
7635,908.9285714,27649.15,27282.04082,27851.34043,28304.15,29795.34965,28746.31683,30974.28713,28247.5,27045.07895,30127.3677
7636,909.047619,27895.24,27018.4898,27773.91489,28640.25833,29712.98601,28500.05941,31359.31683,28130.76948,27085.22105,30414.50172
7637,909.1666667,27724.67,27165.53061,28235.3617,28673.96667,29598.05594,28293.57426,31328.56931,28479.25649,27149.58947,31275.2646
7638,909.2857143,27803.8,27067.67347,27913.90071,28663.45,30080.86713,28173.9802,31685.08416,28124.26948,27160.20526,30464.40893
7639,909.4047619,27697.91,27202.53061,27908.80142,28863.35,30398.29371,28317,31880.11881,28242.61688,27086.44737,31159.50515
7640,909.5238095,27612.36,27340.10204,28310.85816,28725.38333,29877.20979,28882.78218,31005.49505,28440.81494,26951.65263,31272.23024
7641,909.6428571,27573.37,27255.59184,27958.51064,28717.88333,30192.3986,28755.44554,31276.79703,28371.03896,27099.88421,30953.3677
7642,909.7619048,27585.37,27352.77551,28180.95035,28443.85,29451.82517,28551.87129,30916.65347,28222.57792,27160.68947,30696.35052
7643,909.8809524,27667.33,27169.38776,27829.33333,28302.50833,29571.53147,28400.53465,30639.72772,28115.60714,27029.05263,31077.90378
7644,910,27726.55,27070.57143,27968.53191,28521.35833,29522.11189,28408.51485,31264.94059,28022.97403,27163.94737,30721.24399
7645,910.1190476,27604.58,27190.08163,27806.02128,28880.98333,30078.08392,28488.27723,30840.87129,28307.10065,27157.86842,31489.34021
7646,910.2380952,27712.16,27129.2449,27764.84397,28634.73333,30102.75524,28317.71287,30739.21782,28128.05195,27129.84737,30882.68041
7647,910.3571429,27652.47,27435.53061,27936.0922,27748.16667,29697.98601,28789.24752,30612.09901,28286.51299,27120.76316,31170.23368
7648,910.4761905,27725.07,27335.16327,27889.01418,28542.1,29715.65035,28569.09901,30612.24257,28211.26948,27105.64737,31288.89691
7649,910.5952381,27684.81,27046.30612,28230.73759,28681.00833,29432.68531,28580.21782,30997.47525,28271.61688,27209.27368,30874.05498
7650,910.7142857,27656.71,27227.10204,28359.23404,28470.225,29117.39161,28650.75248,30367.55941,28181.39935,27163.76316,31513.31959
7651,910.8333333,27603.75,27281.73469,28249.61702,28576.83333,29562.00699,28665.65347,30346.07426,28449.18506,27185.39474,31533.01718
7652,910.952381,27635.46,27218,28021.44681,28312.83333,29597.06294,28949.76238,30460.88119,28223.55519,27212.87895,31221.20619
7653,911.0714286,28027.61,27183.59184,28135.53901,28695.975,29158.72727,28596.56436,30550.26238,27896.41558,27175.48421,30903.92784
7654,911.1904762,27627.32,27263.2449,27825.83688,28740.875,29425.72028,28372.85149,30519.85644,28114.00974,27217.74737,30846.69416
7655,911.3095238,27590.93,27232.38776,27826.76596,28546.06667,29364.56643,28507.79208,30587.39604,27922.48701,27265.92632,30964.64948
7656,911.4285714,27692.29,27131.57143,27827.95745,28798.30833,29383.95804,28516.22772,30555.13366,28111.94156,27323.28947,30942.97938
7657,911.547619,27594.62,27206.14286,28046.14184,28275.75,28885.74825,28733.17822,30637.10396,28230.53571,27158.65263,31111.44674
7658,911.6666667,27469.07,27271.16327,27841.55319,28702.25,29357.13986,28594.71287,30886.23762,28323.60714,27126.47368,31144.95189
7659,911.7857143,27795.44,27245.10204,28069.17021,28177.4,29141.82517,28663.90099,30366.87129,28038.86364,27334.13684,31123.36082
7660,911.9047619,27433.91,27294.5102,28157.02128,28482.10833,28819.72028,28768.87129,30087.98515,28012.12662,27170.82105,30926.24399
7661,912.0238095,27736.16,27189.81633,27975.79433,28519.275,28848.26573,28213.27723,30300.41584,28234.73377,27179.14211,30822.29553
7662,912.1428571,27365.38,27099.14286,27944.15603,28375.45,29048.8951,28069.53465,30174.21287,28153.93182,27088.43684,30745.62199
7663,912.2619048,27548.01,27174.53061,27711.67376,28818.74167,29816.45455,28154.89109,30382.0099,28340.95779,27212.39474,30386.6701
7664,912.3809524,27417.28,27101.85714,28105.5461,27924.89167,28730.32168,28495.38614,30050.55941,27942.58117,27087.2,30707.57732
7665,912.5,27643.11,27122.53061,28178.31915,28547.625,29254.48252,28812.60396,30278.57921,28055.58442,27063.20526,30502.26117
7666,912.6190476,27660.07,27194.12245,27880.51064,28398.58333,29045.52448,28416.30693,29598.44554,28092.31169,27117.68421,30739.53608
7667,912.7380952,27510.98,27073.44898,28045.97163,28523.16667,28968.44755,28236.86139,29771.33168,28193.31818,27090.02105,30410.35739
7668,912.8571429,27684.08,27217.65306,27893.06383,29070.26667,29019.12587,28507.9802,29874.91584,27892.90909,27078.08947,31472.67698
7669,912.9761905,27596.1,27223.91837,28415.21986,28637.275,29190.62238,28328.0297,29831.5495,28186.19156,27088.51579,30761.20275
7670,913.0952381,27599.51,27154.69388,28266.9078,28948.10833,28888.8951,28736.10891,30137.57426,28240.50974,27160.17368,31014.33333
7671,913.2142857,27523.07,27282.71429,27774.60284,28645.15833,29407.48252,28699.49505,29985.56436,28148.68831,27130.75263,30811.13058
7672,913.3333333,27560.08,27288.34694,28360.4539,29269.03333,29080.16783,28357.29703,30256.05446,28101.67857,27229.03158,30542.68729
7673,913.452381,27516.17,27190.67347,28246.75887,29000.41667,29275.94406,28601.31683,30003.80693,28335.86688,27127.17368,31562.60481
7674,913.5714286,27558.63,27333.53061,28154.85106,28727.75833,29190.8042,28318.93069,29917.46535,28281.74026,27013.91579,30833.33333
7675,913.6904762,27543.42,27301.40816,28212.06383,28175.96667,29379.51049,28856.66337,29703.94554,28175.96753,27226.17368,31085.62199
7676,913.8095238,27338.33,27350.06122,28606.66667,28589.08333,29322.88811,28764.73267,30084.73762,28135.73701,27248.52105,30472.189
7677,913.9285714,27607.87,27264.87755,28017.24113,28809.35,29658.95804,28320.06931,29950.14851,28134.51299,27085.52105,31158.71478
7678,914.047619,27418.98,27294.26531,28104.33333,28237.75833,28597.46853,28518.53465,30025.17822,28224.78247,27050.36842,30586.75258
7679,914.1666667,27445.61,27175,28080.75177,28450.71667,29601.95105,28648.65347,29974.05941,28022.23701,27093.25789,30746.29897
7680,914.2857143,27415.47,27319.28571,28108.00709,28833.99167,29303.20979,28604.83168,29752.67327,28129.81818,27081.76842,30739.15464
7681,914.4047619,27374.15,27382.65306,28227,28200.09167,29218.95105,28988,29691.44059,28362.17532,27102.12632,31372.94845
7682,914.5238095,27363.09,27104.38776,28031.46809,28656.46667,29715.17483,28639.36634,29426.36634,28087.58766,27129.04211,30957.52234
7683,914.6428571,27465.47,27213.42857,28119.25532,28313.125,29358.8042,28860.94059,29585.5198,27907.58766,27040.48421,30567.18213
7684,914.7619048,27562.8,27084.2449,28314.46809,28265.94167,29172.29371,28944.50495,29467.9802,27919.40909,27030.28421,30923.56701
7685,914.8809524,27386.34,27193.08163,27849.55319,28234.9,29041.53846,28635.85149,29522.78218,28249.18506,27031.46316,30681.04124
7686,915,27565.87,27170.7551,28079.68085,28099.6,28978.22378,28466.06931,29692.37129,28053.21104,27009.92632,30260.47766
7687,915.1190476,27764.34,27086.34694,28111.87234,28736.20833,29285.12587,29266.13861,29620.4901,27990.54221,27017.48947,30440.8488
7688,915.2380952,27759.98,27170.85714,27806.20567,28172.59167,29093.85315,28867.05941,29578.31188,28290.43506,26964.16316,30229.01718
7689,915.3571429,27770.69,27148.57143,27963.67376,28385.25,30002.79021,28595.34653,29614.40594,28053.42208,27048.13684,30226.87973
7690,915.4761905,27930.75,27418.61224,27871.49645,28729.61667,29658.67133,29095.0099,30509.86139,28168.11688,27003.4,30949.53265
7691,915.5952381,28080.57,27316.2449,28269.09929,28571.1,29525.00699,29090.0099,30227.90594,28281.62662,27050.53158,31356.58419
7692,915.7142857,28197.38,27275.12245,28175.16312,28508.375,29593.56643,28941.20792,31350,28370.33117,27152.00526,30671.78007
7693,915.8333333,28418.9,27175.4898,27959.33333,28390.31667,29771.22378,28761.12871,31650.73267,27954.82792,27028.54211,30652.81443
7694,915.952381,28435.7,27022.79592,27609.87234,28767.1,29994.93007,28965.12871,32374.25743,28260.63312,27174.19474,31262.80412
7695,916.0714286,28742.6,27114.14286,27805.95745,28666.1,29486.11888,28746.9802,31751.59901,28076.31169,27006.73684,30766.81787
7696,916.1904762,28638.16,27182.7551,27747.83688,28274.34167,29689.08392,28799.12871,32862.74752,28174.96429,27099.41579,30235.49828
7697,916.3095238,28694.93,27358.71429,27728.28369,28705.875,29562.69231,28693.0396,32811.44059,27994.12662,27146.38947,30031.05842
7698,916.4285714,29290.65,27230.16327,27875.38298,27990.425,29200.87413,28902.9901,32943.20792,27800.62338,27016.19474,30101.29897
7699,916.547619,28466.49,27099.4898,27965.00709,28052.48333,29336.32867,28817.10891,33660.75248,27902.6461,27150.51579,30296.53265
7700,916.6666667,28697.07,27115.69388,28026.93617,28609.525,29728.20979,28718.68317,33631.76238,27950.76948,27225.2,30623.62543
7701,916.7857143,28857.35,27219.08163,27982.68794,28213.94167,30039.3007,28719.48515,33990.40099,28268.25325,27361.25263,30479.92096
7702,916.9047619,28782.38,27314.79592,28136.39716,28278.04167,29491.06993,29234.20792,33442.69802,28140.9513,27337.23684,30635.90034
7703,917.0238095,28823.6,27189.2449,27833.68794,28197.50833,30027.3986,28926.61386,32417.21782,27984.34416,27361.04211,30468.38832
7704,917.1428571,28410.43,27255.16327,28022.50355,28632.33333,29861.20979,29066.9604,33404.22772,27996.7987,27188.10526,31016.03436
7705,917.2619048,28833.46,27179.95918,27789.15603,27959.03333,29615.68531,28577.43564,32227.59901,27995.26299,27093.32632,30879.08247
7706,917.3809524,28628.52,27125.5102,28240.24823,28119.78333,29313.1958,28695.62376,32887.85644,28206.9026,27189.38421,30854.76289
7707,917.5,28447.69,27032.55102,28303.84397,28069.1,29699.98601,29012.52475,33067.93564,28057.33117,27345.34211,30350.37457
7708,917.6190476,28586.97,27316.73469,27772.0922,28019.85,29441.83217,28703.67327,32923.18317,28325.37013,27094.13684,30638.68041
7709,917.7380952,28383.53,27284.26531,27898.70922,28273.675,29817.56643,29714.42574,32545,27993.77597,27074.68947,31571.01718
7710,917.8571429,28449.9,27279.38776,28239.53901,28466.51667,29647.98601,29390.51485,32976.4802,28170.09091,27183.64211,30949.27491
7711,917.9761905,28423.1,27136.69388,28161.06383,28098.66667,29330.39161,29523.64356,32477.64851,27889.1461,27191.47895,30638.42955
7712,918.0952381,28263.06,27338.59184,27998.44681,28216.09167,29892.44056,30109.79208,32436.70297,27896.0974,27147.24737,30433.05155
7713,918.2142857,28406.59,27286.7551,27713.29787,28290.63333,29669.36364,30034.46535,32695.41089,28143.41558,27222.12105,31008.85223
7714,918.3333333,28331.75,27345.81633,27911.56738,28213.325,29721.62238,30641.60396,33212.29208,28038.25974,27115.65263,30854.74227
7715,918.452381,28411.94,27231.08163,28059.37589,28311.65833,29901.8951,30063.12871,32197.79703,27954.68831,27058.07895,30757.39519
7716,918.5714286,28294.99,27212.81633,28250.39007,28466.06667,29763.34965,29526.45545,33091.78218,28121.82792,27200.76316,31300.14433
7717,918.6904762,28236.37,27390.69388,28080.07092,28413.00833,30178.25874,29922.9703,32711.60891,27999.74026,27241.35263,30969.10309
7718,918.8095238,28528.62,27336.91837,28187.68085,28695.775,30062.73427,29598.53465,32628.0396,28159.20455,27126.28421,31015.73883
7719,918.9285714,28447.81,27134.71429,28117.58865,28363.98333,30132.0979,29418.0198,32637.29703,28205.78896,27293.95789,31042.17526
7720,919.047619,28761.17,27362.22449,28126.01418,28432.56667,29634.93706,29757.92079,33174.09901,28250.57143,27107.96316,30623.48797
7721,919.1666667,28619.3,27272,27704.1844,28483.14167,29761.81818,29718.58416,32908.86634,28085.4026,27049.21579,31060.17182
7722,919.2857143,28289.42,27079.5102,27795.85816,28369.925,29943.53846,29723.61386,32162.06436,28045.63312,27155.23158,30706.78694
7723,919.4047619,28217.7,27085.32653,28704.28369,28452.80833,29501.16783,29601.26733,31670.9901,28088.04545,27211.74211,30314.17869
7724,919.5238095,28380.33,27314.73469,28143.21277,28611.43333,30004.85315,29640.37624,32629.16337,28034.78571,27123.25789,30912.49141
7725,919.6428571,28565.58,27224.38776,28213.74468,28722.925,29708.79021,29474.49505,31431.25248,28136.04545,27051.81053,30529.24742
7726,919.7619048,28441.92,27125.63265,28081.16312,28974.49167,29765.66434,29328.39604,32109.34158,28173.54221,27253.84211,31188.84192
7727,919.8809524,28325.86,27156.61224,28208.07092,28997.25,29713.6993,29086.0396,31953.34653,27971.71429,27100.08947,30952.30928
7728,920,28116.23,27093.46939,28036.62411,28772.6,28966.76923,29019.12871,32271.4802,27951.17857,27054.78421,30986.7457
7729,920.1190476,28000.26,27316.53061,28127.83688,29015.40833,29273.09091,29291.40594,32209.38614,28075.74675,27091.28947,30732.23024
7730,920.2380952,27997.46,27255.30612,28006.53901,29998.30833,29839.00699,29850.53465,32097.99505,28236.22727,27117.98421,30544.72165
7731,920.3571429,28125.07,27184.36735,27795.99291,30045.48333,29236.65035,29328.40594,31634.47525,28100.94481,27088.72632,30791.32646
7732,920.4761905,28192.81,27148.69388,27520.64539,29701.725,30049.95804,29393.85149,31920.43069,28192.00974,27078.05263,30809.87629
7733,920.5952381,28156.35,27435.95918,27822.59574,29809.18333,29431.00699,29094.89109,31253.14356,28227.62338,27099.93684,30824.57045
7734,920.7142857,27963.94,27401.36735,27817.62411,30226.79167,29086.7972,29169.61386,31782.47525,27979.22727,27037.98947,30949.65292
7735,920.8333333,28398.01,27135.87755,27922.1773,29724.15,29339.44755,29036.52475,31743.61386,27955.98701,27146.27368,30487.66323
7736,920.952381,28024,27248.42857,27783.1773,29583.425,29547.31469,28915.91089,31420.23267,28022.50649,27192.63684,30416.24055
7737,921.0714286,28257.03,27072.02041,28192.46809,28860.49167,29920.02797,29080.81188,31709.04455,28091.02597,27144.44211,31349.1134
7738,921.1904762,27952.07,27183.91837,27882.53191,29192.78333,29529.58042,29117.0198,31647.56436,28329.83766,27079.52632,30729.70103
7739,921.3095238,27942.37,27413.5102,27598.07801,29461.09167,29136.05594,28465.25743,32199.29703,28068.71104,27001.16316,31130.92784
7740,921.4285714,28059.67,27333.77551,27937.4539,29122.36667,29219.8042,28934.77228,32139.89109,28144.81818,27209.16842,30702.1512
7741,921.547619,27900.75,27161.10204,28147.22695,28779.66667,29388,28408.9802,31364.87624,28214.32468,27080.47368,30826.13058
7742,921.6666667,27889.47,27120.77551,28106.01418,29545.58333,29165.06294,28922.79208,31033.28713,28081.71429,27169.13158,30480.94845
7743,921.7857143,27944.79,27357.65306,27707.02128,29260.34167,29464.05594,28974.32673,31253.92574,28063.39286,27218.29474,30722.16151
7744,921.9047619,27878.36,27194.91837,28103.46099,29111.09167,28967.70629,29028.33663,31695.95545,28282.5974,27085.92632,30969.70447
7745,922.0238095,27808.91,27293.95918,27680.3617,28942.98333,28758.65035,28752.68317,31394.62871,27946.61364,27185.23158,30943.10997
7746,922.1428571,27893.2,27445.95918,27913.41135,29049.70833,28966.87413,29295.46535,31191.73762,28064.77273,27152.08947,30573.34708
7747,922.2619048,27640.01,27379.26531,28239.42553,28771.65,29028.44755,28633.0495,30841.25743,27955.69481,27142.73684,30364.74227
7748,922.3809524,28027.27,27071.89796,27706.22695,28908.75833,29567.6014,28752.88119,30638.5297,28218.02922,27068.62632,31078.78694
7749,922.5,27760.98,27143.87755,27674.2766,28365.3,29247.48951,28949.43564,30923.17327,28248.32792,27150.99474,30792.42268
7750,922.6190476,27660.17,27242.44898,27674.44681,28947.84167,29475.45455,28810.35644,30944.92079,28019.93831,27079,30250.91065
7751,922.7380952,27544.13,27158.63265,28118.29078,28676.95,28815.06294,29166.14851,31268.69802,28000.75649,27043.82105,30820.31959
7752,922.8571429,27880.56,27377.65306,27635.92199,29146.13333,29324.65734,29301.42574,30697.30198,28070.94156,27178.17368,30838.3677
7753,922.9761905,27674.08,27098.34694,27829.75177,28657.18333,28752.73427,28782.41584,31100.71782,28113.52922,27034.6,30720.86942
7754,923.0952381,27687.37,27200.42857,27792.69504,28470.64167,28792.12587,28483.75248,30672.90099,27945.61039,27022.31053,30848.50172
7755,923.2142857,27615.18,27113.71429,28021.19858,28363.15833,29091.40559,28738.0099,30541.52475,28116.91558,27030.8,30338.25773
7756,923.3333333,27411.56,27165.53061,28187.9078,28709.75,28807.70629,28724.07921,30359.72772,28071.30844,27038.46842,30759.33333
7757,923.452381,27548.25,27117.36735,27656.00709,28630.95833,28926.88811,28530.21782,30470.06931,28016.92208,27020.44211,30580.52921
7758,923.5714286,27609.93,27213.79592,27761.40426,28600.71667,29085.93706,29044.91089,30624.00495,28127.27597,27165.77895,30582.13746
7759,923.6904762,27550.83,27304.34694,28012.35461,28653.525,28993.32168,28606.08911,30560.64356,27847.32468,27078.05263,30878.67698
7760,923.8095238,27766.79,27182.71429,27551.24823,28442.375,28843.3986,28768.92079,30674.48515,28039.37338,27166.45789,30864.66323
7761,923.9285714,27568.32,27335.46939,28185.47518,28707.16667,29024.56643,28653.92079,30469.57921,28003.05195,27059.73684,31114.99313
7762,924.047619,27537.75,27414.32653,27956.2766,28241.33333,28578.52448,28617.9604,30220.62871,28053.09091,27002.54737,30662.07216
7763,924.1666667,27627.64,27301.02041,27614.06383,28583.69167,28919.46853,28378.47525,30266.80693,27827.89935,27181.82632,30877.75601
7764,924.2857143,27526.21,27173.93878,27976.1844,28299.75833,28874.9021,28651.0099,30897,27840.4026,27011.54737,30362.30241
7765,924.4047619,27536.06,27158.73469,27797.96454,28113.38333,28738.27972,29197.57426,30742.09901,28124.08766,27108.95263,30319.72852
7766,924.5238095,27595.56,27072.42857,27838.75887,28317.80833,28874.59441,28800.37624,31524.11386,27966.11364,27168.68421,30914.82474
7767,924.6428571,27555.07,27033.71429,28121.13475,28317.08333,28636.00699,28754.9703,31601.41584,27906.3961,27077.35263,30768.52577
7768,924.7619048,27801.26,27205.10204,27775.93617,27941.2,28739.71329,28917.55446,32132.65842,28233.20779,27185.98947,30610.71821
7769,924.8809524,27848.8,27178.79592,27970.8156,28494.7,28872.51748,28634.49505,32500.05941,28131.50325,27058.88421,30432.77663
7770,925,27457.35,27100.91837,27781.1773,28394.40833,28833.16783,28769.63366,33004.5,28026.69481,27131.15789,30603.24742
7771,925.1190476,27817,27242.71429,27649.42553,28586.71667,28653.29371,28667.9703,33786.0198,27945.8961,27101.51579,30573.31959
7772,925.2380952,27583.93,27099.14286,27820.80851,28636.74167,28688.93706,28697.56436,33926.15347,27859.39286,27154.53158,30968.24055
7773,925.3571429,27853.94,26965.55102,27641.68794,29087.74167,29321.1958,28947.64356,34917.69802,28174.1039,27208.27895,30723.58763
7774,925.4761905,27637.55,27286.30612,27564.68085,28940.75,29014.09091,28285.50495,35216.49505,28014.93831,27106.47368,30677.89003
7775,925.5952381,27480.23,27317.06122,27828.46099,29933.425,28789.98601,28651.47525,35520.70297,28140.46104,27074.27895,30628.90378
7776,925.7142857,27529.53,27184.7551,27762.06383,29559.175,28604.35664,29115.81188,35672.28218,27926.39935,27019.90526,30583.02405
7777,925.8333333,27527.28,27341.89796,27780.10638,30441.075,28869.42657,28968.0198,36344.86634,28005.2987,27297.56316,30745.82474
7778,925.952381,27480.58,27186.97959,28066.21277,30020.03333,28786.93706,29000.26733,35958.5495,28004.19805,27030.17368,30775.38488
7779,926.0714286,27393.96,27267.12245,27843.83688,30355.00833,29359.34965,28950.16832,36273.91584,28166.86039,27182.92105,31103.1512
7780,926.1904762,27448.21,27354.93878,27891.70922,29946.83333,29051.83916,28345.11881,35808.27228,28112.45455,27034.41053,30235.18557
7781,926.3095238,27570.72,27408.18367,27811.88652,30797.4,28811.25175,28315.65347,36359.18317,28135.61364,27046.59474,30727.30241
7782,926.4285714,27627.3,27331.10204,27689.08511,30791.075,28820.62937,28611.93069,35442.65842,27936.63961,27035.73684,30576.80756
7783,926.547619,27585.55,27361.7551,27819.63121,31282.94167,28573.82517,28631.43564,35514.73762,27839.82468,27147.45263,30980.65636
7784,926.6666667,27434.52,27303.93878,27707.70213,30054.50833,28570.59441,28243.49505,35290.85644,28040.99026,26932.28947,30613.00344
7785,926.7857143,27331.04,27277.12245,27848.1844,30944.45833,28651.91608,28608.62376,35213.5099,28340.62987,27083.31053,30692.91409
7786,926.9047619,27362.95,27226.12245,27636.36879,31192.99167,28544.56643,28703.81188,35023.64851,28019.26299,27125.78421,30986.99656
7787,927.0238095,27514.2,27219.55102,27777.82979,30592.95833,29104.8951,28771.19802,34348.94059,28151.27597,27066.46316,30979.65292
7788,927.1428571,27567.59,27576.16327,27593.65957,30914.01667,28816.97902,28530.36634,34789.81188,28299.2013,27177.06842,30750.17869
7789,927.2619048,27540.8,27298.10204,27836.34752,30720.33333,28958.36364,28701.22772,34396.5099,28108.88636,27040.97895,30737.34021
7790,927.3809524,27435.74,27281.30612,27725.8156,30750.43333,28972.04895,28389.64356,34881.57426,28009.74026,27156.74211,31173.75601
7791,927.5,27455.19,27281,28013.77305,30603.10833,29021.11888,28983.79208,35199.57921,28262.8539,27041.65263,31079.60137
7792,927.6190476,27453.08,27162.46939,28029.11348,30709.5,28911.86713,28373.79208,35105.66337,28272.86364,27052.46842,30772.17869
7793,927.7380952,27253.06,27415.73469,27640.68794,29892.68333,28892.93706,28670.55446,34063.05941,28254.43831,26999.02105,30391.00687
7794,927.8571429,27171.17,27245.16327,27779.39007,30704.41667,28833.4965,28778.19802,34060.31188,28149.46429,27018.86316,30935.90722
7795,927.9761905,27540.94,27124.57143,27623.14184,30697.66667,28872.52448,28212.46535,34993.87624,28037.25325,26971.7,30823.95189
7796,928.0952381,27435.43,27186.02041,27749.12057,30039.15,28435.48252,28790.87129,34458.4604,28012.57143,27100.50526,30494.74914
7797,928.2142857,27298.64,27286.79592,27576.03546,29821.875,28885.22378,28513.77228,34243.92079,28025.82792,26973.59474,30223.82474
7798,928.3333333,27455.79,27226.32653,28023.19149,29469.26667,28882.33566,29100.9901,34131.76238,28115.30195,27078.12105,30386.23368
7799,928.452381,27494.63,27269.55102,27576.3617,29186.825,28670.67832,28639.75248,34042.37129,28122.57792,27012.97368,30232.92096
7800,928.5714286,27269.71,27251.69388,27982.97872,29292.88333,28607.40559,28657.80198,34376.28218,28250.01948,27079.36842,30454.40206
7801,928.6904762,27541.89,27161.32653,27802.69504,29086.44167,28651.15385,28606.51485,33728.13366,27860.37013,27034.42105,30656.82131
7802,928.8095238,27440.32,27301.71429,28137.87943,29275.14167,28374.2028,28651.9505,33487.22277,28228.21429,27180.93158,30758.09966
7803,928.9285714,27350.18,27216.81633,27780.57447,29979.01667,28681.63636,29282.72277,33194.57921,28351.4513,27121.95263,31134.76289
7804,929.047619,27389.42,27205.89796,27799.2766,29344.875,28694.53147,28518.67327,33529.60396,28028.53247,27228.8,30766.87285
7805,929.1666667,27342.12,27061.02041,27790.10638,28931.2,28450.3007,28489.40594,32846.99505,27978.25325,27016.52105,30723.72165
7806,929.2857143,27346.39,27287.12245,28064.57447,29525.45833,28384.40559,28484.81188,32936.04455,28034.38312,27001.63158,30771.02405
7807,929.4047619,27291.18,27210.14286,27559.24113,29129.1,28865.41259,28762.73267,33381.00495,28121.69805,27125.76316,30826.07216
7808,929.5238095,27300.14,27168.67347,27632.52482,28666.025,28550.88811,29173.0099,32863.73267,28323.31169,27208.67895,30867.69416
7809,929.6428571,27196.34,27283.81633,27849.88652,29443.11667,28977.81818,28556.26733,32911.22277,27913.27597,27098.84737,31347.45361
7810,929.7619048,27423.26,27210.16327,27860.3617,29379.90833,28518.13287,28966.32673,32807.5495,28224.85714,27043.37895,30689.88316
7811,929.8809524,27158.34,27185.79592,27776.95035,28963.18333,28353.48252,29105.15842,32474.36139,28127.31818,27102.48947,30809.09622
7812,930,27166.54,27354.4898,27863.80142,28958.59167,28719.44755,29293.45545,32247.96535,27961.66558,27044.57368,30777.82818
7813,930.1190476,27300.16,27237.28571,27771.51773,28913.425,28625.3986,29025.88119,32010.13861,28070.08442,27019.63684,31042.11684
7814,930.2380952,27193.71,27094.06122,27639.53901,29020.85833,28585.32168,28938.53465,32548.90099,27805.25974,26985.82632,30433.36426
7815,930.3571429,27150.4,27193.73469,27622.94326,29017.53333,28504.46154,28963.43564,32365.75248,27957.65584,27103.56842,31062.17869
7816,930.4761905,27132.71,27233.36735,27756.31206,29489.50833,28662.11888,28802.28713,32056.64356,28273.57143,27045.82632,30575.75258
7817,930.5952381,27121.79,27432.36735,27910.02128,29112.26667,28599.06993,29426.62376,32344.59901,28232.50974,27160.26316,30566.20962
7818,930.7142857,27260.92,27217.46939,27815.00709,29062.25,28641.25874,28765.73267,32307.39604,28126.23052,27156.36316,30634.78351
7819,930.8333333,27414.62,27107.32653,28020.4539,28543.175,28541.03497,28781.59406,31852.20297,28067.80519,27104.98421,30752.42268
7820,930.952381,27248.23,27243.38776,27826.80851,28822.59167,28002.45455,28634.29703,31379.67822,28398.97727,27209.67895,30560.52921
7821,931.0714286,27284.28,27090.85714,28008.77305,28509.225,28626.09091,28365.54455,31578.66337,28086.81818,27131.33158,30690.08247
7822,931.1904762,27215.45,27142.20408,27828.7234,28696.63333,28315.90909,28799.0099,31840.80198,28015.55844,27057.86316,30698.11684
7823,931.3095238,27330.73,27112.67347,27677.62411,28885.34167,28305.13287,28574.11881,31808.70297,28258.24351,26991.07895,30747.24055
7824,931.4285714,27288.73,27124.81633,27681.97872,29046.225,28488.16783,29097.85149,31830.36634,28330.29221,27152.89474,30735.87285
7825,931.547619,27321.27,27226.28571,27984.58156,29005.49167,28677.41259,28872.10891,31348.46535,27960.53247,27142.03684,30413.75258
7826,931.6666667,27267.92,27177.12245,27470.02837,28613.38333,28714.56643,28897.52475,31893.57426,27991.22078,27270.98947,30617.61168
7827,931.7857143,27286.81,27327.71429,28155.24823,29120.15,28814.24476,29104.38614,31291.08911,28192.82468,27156.93684,31003.83849
7828,931.9047619,27145.85,27090.2449,27852.63121,28241.475,28492.3986,28601.28713,31526.09406,28034.78571,27012.36842,30784.48454
7829,932.0238095,27248.25,27220.10204,27996.14894,28588.44167,28490.17483,28628.07921,31159.76238,28031.19156,27149.13158,30907.33677
7830,932.1428571,27337.87,27320.16327,27687.13475,28938.68333,28357.18881,28746.48515,30890.66832,28340.35714,27042.35263,30800.63574
7831,932.2619048,27268.09,27074.26531,28023,28277.24167,28296.18182,28554.43564,31411.51485,28188.14935,27099.92105,31361.26117
7832,932.3809524,27145.19,27322.26531,27931.20567,28982.89167,28530.29371,28365.29703,31160.25248,28309.35065,27123.94211,30808.27491
7833,932.5,27378.46,27179.42857,28165.28369,28522.43333,28654.51748,28467.88119,31395.76238,28118.26623,27052.65263,31200.07216
7834,932.6190476,27378.48,27238.02041,27710.91489,30051.59167,28611.18182,28979.0198,31730.50495,28004.08442,27244.08421,30582.34364
